distribution_id,distribution_date,location_id,beneficiary_id,item_category,quantity,est_value_usd
1884,2025-07-08,2,413,Medicine Pack,2.0,10.65
1885,2025-03-17,2,1523,Hygiene Kit,2.0,7.97
1886,2025-04-09,2,571,Rice (kg),0.8,4.0
1887,2025-04-17,1,1961,Water (L),6.6,20.84
1888,2024-10-17,1,1115,Pulses (kg),4.4,20.43
1889,2024-09-30,5,1995,Water (L),1.5,6.45
1890,2025-06-03,4,1317,Medicine Pack,10.0,38.01
1891,2025-03-03,4,701,Flour (kg),1.8,10.85
1892,2025-05-26,3,1983,Rice (kg),2.1,7.98
1893,2025-08-26,5,1790,Rice (kg),3.6,18.82
1894,2025-01-14,2,1791,Water (L),1.3,6.85
1895,2025-03-20,2,1639,Rice (kg),15.0,46.21
1896,2025-05-25,3,1182,Cooking Oil (L),1.7,7.71
1897,2025-06-09,1,1399,Hygiene Kit,3.0,9.01
1898,2025-04-09,3,164,Rice (kg),7.5,34.65
1899,2025-01-04,6,1574,Flour (kg),9.6,32.76
1900,2024-09-23,5,1193,Hygiene Kit,3.0,20.58
1901,2025-02-22,5,328,Rice (kg),4.1,17.55
1902,2024-12-25,5,371,Hygiene Kit,4.0,13.99
1903,2025-06-19,6,3,Pulses (kg),0.1,0.5
1904,2024-11-03,5,442,Flour (kg),6.4,39.41
1905,2024-09-29,4,91,Cooking Oil (L),4.5,24.55
1906,2024-09-23,5,1241,Hygiene Kit,8.0,24.31
1907,2025-03-13,5,1899,Water (L),6.0,30.05
1908,2025-02-09,6,736,Flour (kg),2.9,14.7
1909,2025-07-23,3,973,Flour (kg),13.4,55.81
1910,2025-02-14,6,458,Hygiene Kit,6.0,37.97
1911,2025-05-27,6,1907,Flour (kg),3.0,12.18
1912,2024-12-08,2,154,Medicine Pack,1.0,6.92
1913,2024-11-11,1,221,Flour (kg),2.9,19.64
1914,2025-03-21,6,394,Rice (kg),8.6,36.63
1915,2025-03-13,3,715,Hygiene Kit,10.0,63.0
1916,2024-10-25,3,1919,Cooking Oil (L),6.2,42.44
1917,2024-09-26,1,1137,Flour (kg),4.6,20.41
1918,2025-02-12,6,463,Hygiene Kit,2.0,8.68
1919,2025-04-22,5,1557,Flour (kg),5.4,34.5
1920,2025-02-16,2,228,Flour (kg),6.4,39.15
1921,2025-04-14,6,1686,Pulses (kg),14.8,71.82
1922,2024-09-17,1,1502,Hygiene Kit,6.0,37.93
1923,2025-01-05,3,676,Water (L),3.4,17.57
1924,2025-07-11,2,699,Cooking Oil (L),6.6,33.18
1925,2025-04-11,4,1279,Pulses (kg),3.9,23.42
1926,2024-12-26,2,855,Pulses (kg),2.3,15.82
1927,2025-04-25,6,607,Cooking Oil (L),10.5,37.57
1928,2025-05-03,1,454,Pulses (kg),3.2,21.67
1929,2025-03-03,5,739,Rice (kg),2.3,11.28
1930,2025-02-12,1,1682,Flour (kg),0.6,2.79
1931,2025-05-01,4,1732,Rice (kg),8.1,31.07
1932,2025-04-15,5,1526,Cooking Oil (L),25.9,123.38
1933,2025-01-19,6,1731,Rice (kg),2.5,11.23
1934,2025-02-03,6,787,Pulses (kg),4.3,15.31
1935,2025-06-23,2,952,Medicine Pack,5.0,22.69
1936,2024-09-23,2,898,Flour (kg),0.8,4.34
1937,2025-08-08,5,836,Water (L),5.9,40.03
1938,2025-04-26,3,1753,Medicine Pack,3.0,14.08
1939,2024-11-28,4,558,Water (L),5.8,21.49
1940,2025-07-08,2,359,Rice (kg),5.3,25.31
1941,2024-09-25,3,1102,Hygiene Kit,5.0,33.31
1942,2025-06-29,5,90,Rice (kg),2.7,12.96
1943,2024-12-02,2,1192,Flour (kg),6.1,27.2
1944,2025-07-15,4,702,Hygiene Kit,13.0,52.82
1945,2025-08-06,1,1392,Flour (kg),10.2,55.04
1946,2025-05-22,2,1811,Cooking Oil (L),5.2,21.96
1947,2025-07-12,4,1050,Water (L),6.2,36.79
1948,2025-04-03,5,381,Pulses (kg),3.1,19.24
1949,2025-07-30,3,303,Flour (kg),5.7,25.73
1950,2025-01-06,4,1020,Water (L),2.9,13.35
1951,2024-10-13,4,1348,Hygiene Kit,12.0,57.31
1952,2025-03-25,3,184,Water (L),15.7,95.51
1953,2025-03-08,4,803,Flour (kg),4.6,18.39
1954,2024-12-03,4,754,Water (L),4.1,18.17
1955,2024-12-11,4,1261,Water (L),11.3,76.46
1956,2024-10-20,5,99,Rice (kg),1.6,5.28
1957,2024-09-22,6,1164,Medicine Pack,4.0,27.04
1958,2024-11-11,6,909,Rice (kg),5.1,20.59
1959,2025-08-07,6,278,Rice (kg),7.1,27.66
1960,2025-01-07,5,1709,Pulses (kg),11.7,59.99
1961,2025-05-31,5,587,Cooking Oil (L),7.8,37.71
1962,2024-10-18,2,130,Rice (kg),1.9,9.73
1963,2025-03-01,6,1499,Medicine Pack,2.0,8.76
1964,2025-01-29,6,261,Water (L),7.8,35.73
1965,2025-01-20,5,1568,Rice (kg),2.6,15.22
1966,2024-10-21,2,1337,Water (L),9.9,36.93
1967,2025-05-08,6,1968,Pulses (kg),5.0,24.53
1968,2025-03-15,5,1655,Cooking Oil (L),2.9,13.0
1969,2024-10-16,2,1119,Flour (kg),7.6,23.72
1970,2024-10-06,5,912,Cooking Oil (L),5.3,17.25
1971,2025-02-21,3,160,Rice (kg),5.4,23.5
1972,2025-06-26,2,755,Medicine Pack,5.0,19.44
1973,2024-12-14,3,357,Rice (kg),11.8,73.33
1974,2025-07-13,1,584,Cooking Oil (L),4.0,21.2
1975,2024-11-19,6,870,Rice (kg),2.2,14.26
1976,2024-09-16,5,820,Cooking Oil (L),4.7,22.47
1977,2025-05-20,5,1109,Rice (kg),4.9,30.76
1978,2025-03-10,4,782,Flour (kg),0.9,3.36
1979,2024-10-06,6,1956,Flour (kg),3.3,21.25
1980,2025-07-02,1,157,Water (L),3.3,20.75
1981,2025-03-03,5,1318,Flour (kg),0.4,2.65
1982,2025-03-21,3,900,Rice (kg),1.5,4.84
1983,2025-06-02,1,860,Rice (kg),4.0,12.65
1984,2025-01-11,5,581,Cooking Oil (L),1.7,9.74
1985,2025-08-31,2,92,Hygiene Kit,3.0,16.82
1986,2025-06-12,3,387,Medicine Pack,6.0,22.72
1987,2024-09-22,3,1334,Rice (kg),11.8,63.23
1988,2024-10-13,6,29,Rice (kg),2.8,15.57
1989,2024-10-24,3,664,Flour (kg),2.6,14.68
1990,2025-01-31,2,236,Flour (kg),2.6,17.05
1991,2024-11-15,4,1058,Medicine Pack,9.0,46.01
1992,2025-03-17,5,1634,Cooking Oil (L),12.8,88.14
1993,2025-03-30,4,1992,Cooking Oil (L),1.1,5.6
1994,2025-01-29,1,1465,Cooking Oil (L),6.9,33.52
1995,2025-01-20,5,1618,Pulses (kg),13.6,59.16
1996,2025-08-15,2,841,Flour (kg),1.5,4.63
1997,2025-03-27,2,1957,Rice (kg),1.9,6.3
1998,2025-05-19,1,1458,Rice (kg),8.0,44.49
1999,2025-08-29,4,634,Rice (kg),5.7,29.15
2000,2025-04-06,4,599,Medicine Pack,1.0,4.11
2001,2024-12-31,5,1750,Pulses (kg),6.9,38.35
2002,2024-10-18,4,1810,Pulses (kg),5.6,25.19
2003,2025-06-08,1,1460,Cooking Oil (L),7.6,28.28
2004,2024-10-26,2,1913,Medicine Pack,2.0,11.51
2005,2025-03-11,2,1763,Medicine Pack,8.0,37.31
2006,2025-05-15,2,815,Hygiene Kit,12.0,73.52
2007,2024-11-25,1,1675,Pulses (kg),3.9,19.87
2008,2025-03-16,6,1740,Hygiene Kit,6.0,32.09
2009,2025-07-30,2,1969,Cooking Oil (L),5.1,28.82
2010,2025-01-11,2,283,Medicine Pack,12.0,37.49
2011,2024-10-14,2,23,Pulses (kg),1.8,9.73
2012,2025-08-05,2,1749,Flour (kg),6.0,23.19
2013,2024-09-21,5,1092,Hygiene Kit,4.0,12.97
2014,2025-06-01,2,862,Flour (kg),3.7,16.04
2015,2025-01-05,1,1847,Water (L),3.0,9.24
2016,2024-11-16,2,1721,Rice (kg),4.4,24.01
2017,2025-01-23,3,1149,Rice (kg),4.8,29.21
2018,2025-05-06,6,1767,Cooking Oil (L),8.6,59.2
2019,2025-07-15,5,382,Rice (kg),14.0,74.64
2020,2025-01-08,2,511,Rice (kg),4.9,28.18
2021,2025-04-23,4,1309,Pulses (kg),1.6,11.01
2022,2025-04-07,2,127,Medicine Pack,4.0,27.73
2023,2025-02-28,5,200,Cooking Oil (L),3.4,20.3
2024,2025-06-05,3,1885,Flour (kg),1.9,12.09
2025,2025-04-23,6,1388,Medicine Pack,7.0,39.85
2026,2025-07-12,1,848,Cooking Oil (L),18.7,61.42
2027,2025-03-03,4,945,Medicine Pack,8.0,30.97
2028,2025-02-03,4,696,Rice (kg),3.7,19.63
2029,2025-03-06,6,1641,Water (L),0.4,2.75
2030,2024-11-14,1,409,Flour (kg),11.2,35.65
2031,2025-05-28,5,1978,Rice (kg),6.4,32.51
2032,2025-06-13,1,1299,Rice (kg),4.2,25.51
2033,2024-09-19,5,283,Cooking Oil (L),3.5,10.89
2034,2024-11-24,6,384,Rice (kg),9.7,63.47
2035,2024-09-25,1,1546,Hygiene Kit,14.0,86.15
2036,2025-05-27,2,424,Hygiene Kit,4.0,18.54
2037,2025-08-25,5,1618,Flour (kg),2.0,13.56
2038,2025-06-21,2,670,Hygiene Kit,10.0,37.44
2039,2024-11-09,6,531,Cooking Oil (L),3.8,18.86
2040,2025-03-08,2,953,Medicine Pack,6.0,31.87
2041,2025-07-27,5,914,Pulses (kg),4.0,20.28
2042,2025-06-22,6,1533,Medicine Pack,6.0,40.35
2043,2024-11-29,1,1271,Water (L),2.6,8.11
2044,2025-07-05,2,792,Flour (kg),11.4,61.77
2045,2025-06-17,6,912,Hygiene Kit,3.0,14.43
2046,2025-07-08,3,1612,Flour (kg),0.3,1.84
2047,2025-08-07,5,1623,Hygiene Kit,10.0,32.23
2048,2024-11-21,4,1945,Pulses (kg),3.1,18.16
2049,2025-07-27,6,1193,Rice (kg),24.7,83.98
2050,2024-11-10,6,99,Cooking Oil (L),6.7,39.35
2051,2024-12-19,6,1145,Rice (kg),1.6,7.81
2052,2025-08-12,5,407,Water (L),9.5,41.76
2053,2025-08-04,1,1548,Flour (kg),15.2,81.45
2054,2025-03-05,2,1158,Flour (kg),6.5,27.94
2055,2024-12-17,3,69,Water (L),7.9,53.93
2056,2025-04-08,1,1627,Rice (kg),8.9,62.24
2057,2025-06-03,6,543,Flour (kg),11.8,53.72
2058,2025-08-03,6,470,Flour (kg),12.8,57.61
2059,2025-02-25,2,1415,Cooking Oil (L),8.6,35.24
2060,2025-01-31,3,1895,Rice (kg),11.1,49.41
2061,2025-06-19,2,300,Flour (kg),2.8,14.28
2062,2024-09-23,4,601,Pulses (kg),6.1,31.04
2063,2025-03-03,6,828,Hygiene Kit,8.0,29.86
2064,2025-06-18,5,377,Rice (kg),3.4,16.76
2065,2025-03-07,1,100,Flour (kg),3.9,26.39
2066,2024-11-23,6,246,Rice (kg),0.9,4.64
2067,2024-12-09,3,433,Rice (kg),9.7,37.6
2068,2025-03-21,4,1415,Hygiene Kit,10.0,69.9
2069,2024-10-20,3,514,Rice (kg),11.5,42.73
2070,2025-03-21,1,782,Rice (kg),11.0,43.82
2071,2025-02-06,6,69,Flour (kg),9.1,42.58
2072,2025-08-10,5,574,Cooking Oil (L),4.4,23.55
2073,2024-12-03,4,394,Pulses (kg),6.4,27.78
2074,2024-10-08,6,360,Hygiene Kit,2.0,12.82
2075,2025-06-16,2,1533,Cooking Oil (L),2.3,7.5
2076,2025-06-12,5,974,Flour (kg),2.3,9.84
2077,2024-12-05,6,1075,Cooking Oil (L),0.7,4.49
2078,2025-07-08,5,1472,Cooking Oil (L),8.8,54.13
2079,2025-02-09,4,1148,Rice (kg),3.6,25.12
2080,2024-10-07,1,514,Water (L),4.9,27.72
2081,2025-02-23,4,1494,Rice (kg),17.1,78.02
2082,2025-05-30,5,352,Hygiene Kit,7.0,23.17
2083,2025-04-15,4,1523,Flour (kg),4.3,29.18
2084,2024-12-14,4,798,Flour (kg),1.3,5.77
2085,2025-01-01,1,114,Pulses (kg),9.1,39.26
2086,2025-01-21,1,294,Cooking Oil (L),9.0,36.37
2087,2025-05-26,1,552,Cooking Oil (L),4.8,24.41
2088,2025-05-05,1,1630,Hygiene Kit,5.0,21.59
2089,2025-04-01,2,541,Rice (kg),3.5,14.51
2090,2025-01-31,2,289,Flour (kg),4.2,22.94
2091,2024-11-06,6,1634,Medicine Pack,6.0,30.01
2092,2024-09-19,1,357,Flour (kg),3.9,19.37
2093,2025-06-30,5,1860,Cooking Oil (L),2.1,6.8
2094,2024-10-26,5,1054,Cooking Oil (L),2.8,8.41
2095,2025-04-28,5,883,Water (L),14.9,98.09
2096,2025-06-04,3,123,Medicine Pack,3.0,19.06
2097,2024-10-01,6,742,Water (L),1.8,12.11
2098,2025-05-17,5,70,Cooking Oil (L),2.7,16.51
2099,2024-09-21,2,136,Rice (kg),2.5,7.91
2100,2025-03-27,2,883,Cooking Oil (L),9.6,51.71
2101,2025-07-20,3,992,Water (L),5.2,19.54
2102,2025-02-07,1,1843,Hygiene Kit,1.0,5.04
2103,2025-02-02,6,524,Cooking Oil (L),8.4,49.41
2104,2025-02-25,1,1164,Rice (kg),2.0,13.37
2105,2025-05-12,5,1243,Cooking Oil (L),4.7,30.18
2106,2024-10-04,4,1120,Medicine Pack,7.0,49.0
2107,2025-05-03,5,875,Water (L),8.0,54.56
2108,2025-08-06,5,1572,Medicine Pack,8.0,40.51
2109,2025-01-19,2,612,Flour (kg),3.3,11.97
2110,2024-11-13,3,495,Water (L),6.4,30.91
2111,2025-05-22,5,1005,Cooking Oil (L),7.6,36.52
2112,2025-03-14,6,1829,Pulses (kg),3.6,18.16
2113,2025-03-27,2,1562,Cooking Oil (L),7.8,33.4
2114,2025-01-05,5,240,Rice (kg),5.5,34.88
2115,2025-01-11,5,1733,Pulses (kg),14.2,56.86
2116,2025-02-05,2,121,Pulses (kg),5.3,25.11
2117,2025-08-12,3,1272,Hygiene Kit,4.0,16.44
2118,2025-05-06,2,416,Rice (kg),4.4,22.8
2119,2025-07-16,5,553,Pulses (kg),2.1,12.01
2120,2024-10-02,2,1287,Water (L),7.5,24.2
2121,2025-07-29,1,613,Medicine Pack,1.0,5.06
2122,2025-08-30,3,1742,Pulses (kg),6.1,35.66
2123,2025-06-13,3,1483,Flour (kg),4.1,24.36
2124,2025-05-19,6,321,Hygiene Kit,7.0,34.06
2125,2025-05-08,3,617,Cooking Oil (L),9.3,47.1
2126,2025-02-03,4,1212,Flour (kg),1.5,6.61
2127,2025-03-09,1,90,Water (L),4.0,18.06
2128,2025-08-25,3,1424,Rice (kg),2.4,11.68
2129,2024-10-02,1,1217,Hygiene Kit,14.0,69.19
2130,2024-10-19,3,1362,Water (L),7.6,26.81
2131,2025-03-21,5,802,Rice (kg),6.0,34.45
2132,2025-02-02,5,1569,Rice (kg),0.7,4.78
2133,2024-10-16,1,1972,Flour (kg),9.3,29.15
2134,2025-05-03,3,293,Cooking Oil (L),4.9,25.28
2135,2025-01-25,1,1228,Hygiene Kit,4.0,12.11
2136,2025-03-18,1,1387,Water (L),6.7,24.55
2137,2025-01-24,6,600,Flour (kg),3.5,24.05
2138,2025-08-07,4,744,Flour (kg),0.8,3.53
2139,2025-08-21,6,305,Rice (kg),3.1,18.01
2140,2025-04-27,2,775,Pulses (kg),6.0,29.54
2141,2025-05-06,5,243,Flour (kg),6.0,24.02
2142,2025-07-02,5,1534,Flour (kg),15.8,60.31
2143,2025-01-10,5,1204,Flour (kg),13.7,45.37
2144,2024-12-13,3,617,Flour (kg),5.8,25.96
2145,2024-11-10,5,1510,Flour (kg),14.3,52.76
2146,2024-12-06,2,412,Rice (kg),2.9,15.0
2147,2025-05-23,1,1118,Water (L),9.4,33.96
2148,2024-11-09,6,1681,Rice (kg),2.8,9.47
2149,2024-10-25,3,1726,Water (L),1.4,6.18
2150,2024-12-05,2,1541,Rice (kg),1.0,3.51
2151,2024-11-28,1,1818,Rice (kg),0.6,3.58
2152,2024-12-27,3,946,Flour (kg),0.8,5.25
2153,2025-02-10,3,1398,Rice (kg),7.5,30.43
2154,2024-09-20,1,1296,Flour (kg),12.6,71.26
2155,2025-05-26,4,1431,Medicine Pack,2.0,8.13
2156,2025-03-20,5,880,Rice (kg),3.6,16.07
2157,2025-08-19,3,833,Rice (kg),3.6,13.07
2158,2025-02-22,4,860,Flour (kg),12.5,66.75
2159,2025-04-17,4,1504,Cooking Oil (L),2.2,12.94
2160,2025-02-05,3,330,Flour (kg),9.1,38.74
2161,2024-12-02,3,1151,Flour (kg),5.1,17.18
2162,2025-06-22,1,1659,Rice (kg),7.0,26.58
2163,2025-03-16,6,131,Pulses (kg),0.8,3.58
2164,2025-06-19,6,1383,Rice (kg),0.3,0.96
2165,2025-03-11,2,711,Pulses (kg),1.5,7.54
2166,2025-06-10,3,53,Flour (kg),5.4,31.84
2167,2025-08-17,2,389,Cooking Oil (L),6.2,24.89
2168,2025-01-04,3,836,Medicine Pack,9.0,47.84
2169,2025-08-05,2,1779,Hygiene Kit,11.0,42.38
2170,2025-06-05,1,284,Cooking Oil (L),3.5,12.26
2171,2024-09-19,5,376,Flour (kg),5.6,32.12
2172,2024-12-15,4,398,Cooking Oil (L),2.3,8.72
2173,2025-04-23,1,1022,Pulses (kg),10.8,36.76
2174,2024-09-19,2,1361,Cooking Oil (L),10.5,42.3
2175,2025-03-28,4,1282,Pulses (kg),3.3,15.96
2176,2025-05-21,5,961,Medicine Pack,3.0,18.14
2177,2024-10-04,4,3,Rice (kg),2.8,8.96
2178,2025-08-20,3,373,Hygiene Kit,5.0,20.01
2179,2025-05-16,5,727,Cooking Oil (L),5.2,29.96
2180,2024-09-17,5,555,Pulses (kg),0.4,2.76
2181,2025-01-04,5,961,Pulses (kg),2.0,13.04
2182,2025-04-01,4,1116,Flour (kg),9.2,37.4
2183,2025-04-07,6,856,Flour (kg),3.0,20.08
2184,2025-01-13,1,107,Medicine Pack,12.0,76.38
2185,2025-07-09,3,1015,Flour (kg),2.3,15.25
2186,2024-12-26,4,1010,Pulses (kg),3.4,15.91
2187,2024-10-06,5,1905,Cooking Oil (L),8.1,43.24
2188,2025-02-20,3,770,Hygiene Kit,5.0,24.28
2189,2025-08-14,6,349,Rice (kg),9.0,34.21
2190,2025-08-29,2,430,Medicine Pack,2.0,7.28
2191,2025-02-04,1,1082,Pulses (kg),3.5,19.28
2192,2024-10-28,1,598,Medicine Pack,8.0,26.86
2193,2025-08-19,3,122,Flour (kg),3.4,21.13
2194,2024-09-23,2,1206,Flour (kg),8.4,45.53
2195,2025-05-26,4,1715,Hygiene Kit,6.0,18.93
2196,2024-12-16,6,1453,Water (L),9.5,34.73
2197,2024-10-30,5,1457,Rice (kg),1.6,7.42
2198,2024-12-01,2,1716,Cooking Oil (L),6.8,26.9
2199,2024-10-05,5,1100,Water (L),2.5,8.32
2200,2024-09-22,4,825,Rice (kg),3.8,22.77
2201,2024-10-01,5,563,Rice (kg),5.5,34.83
2202,2025-05-05,5,1707,Pulses (kg),7.4,43.0
2203,2024-11-09,2,911,Water (L),2.6,13.08
2204,2024-09-22,4,14,Flour (kg),1.4,9.69
2205,2024-10-13,5,354,Hygiene Kit,14.0,72.65
2206,2024-09-26,2,1048,Medicine Pack,9.0,55.75
2207,2025-01-06,2,238,Flour (kg),6.9,46.59
2208,2025-01-17,2,1268,Rice (kg),8.9,43.51
2209,2024-10-16,6,1236,Rice (kg),1.1,4.15
2210,2024-12-13,1,52,Rice (kg),10.0,33.01
2211,2025-01-29,1,936,Hygiene Kit,7.0,48.77
2212,2025-07-15,1,973,Cooking Oil (L),3.3,18.26
2213,2025-07-26,3,386,Cooking Oil (L),9.0,50.12
2214,2025-08-28,2,145,Water (L),5.3,25.22
2215,2025-08-28,6,1314,Hygiene Kit,9.0,54.24
2216,2025-06-15,6,1360,Pulses (kg),10.4,71.16
2217,2024-09-20,6,1904,Medicine Pack,12.0,55.95
2218,2024-09-15,5,397,Water (L),3.3,10.51
2219,2025-02-23,3,349,Flour (kg),6.0,32.02
2220,2024-10-02,6,1034,Rice (kg),5.1,17.38
2221,2024-12-22,6,1730,Water (L),7.2,47.66
2222,2024-10-31,2,1245,Flour (kg),11.6,57.57
2223,2024-12-18,2,419,Hygiene Kit,2.0,13.57
2224,2025-01-03,2,145,Pulses (kg),11.3,47.56
2225,2024-11-27,2,1758,Rice (kg),0.9,3.42
2226,2025-02-14,5,1981,Rice (kg),2.6,12.89
2227,2025-01-26,4,513,Rice (kg),7.6,34.71
2228,2025-08-27,2,1970,Cooking Oil (L),9.3,45.85
2229,2025-08-01,6,732,Cooking Oil (L),2.7,9.5
2230,2025-05-29,5,944,Rice (kg),9.1,63.45
2231,2024-12-01,1,1294,Medicine Pack,13.0,65.19
2232,2025-06-03,2,1638,Pulses (kg),2.2,10.44
2233,2025-03-17,1,346,Pulses (kg),3.0,18.0
2234,2025-08-04,5,1839,Cooking Oil (L),9.1,31.13
2235,2025-04-24,3,153,Rice (kg),9.2,57.47
2236,2024-11-10,3,1525,Cooking Oil (L),6.8,24.11
2237,2024-11-12,2,1566,Medicine Pack,16.0,105.02
2238,2025-06-19,1,1015,Medicine Pack,4.0,13.14
2239,2025-06-20,3,1938,Cooking Oil (L),7.3,27.77
2240,2025-08-10,5,1230,Flour (kg),2.4,7.71
2241,2025-02-28,6,1894,Pulses (kg),5.5,23.24
2242,2025-04-05,6,1290,Hygiene Kit,2.0,10.9
2243,2024-10-19,1,559,Rice (kg),14.8,63.6
2244,2025-04-12,3,736,Hygiene Kit,6.0,21.96
2245,2025-03-10,1,724,Cooking Oil (L),10.9,65.23
2246,2024-12-23,2,1910,Flour (kg),1.0,4.17
2247,2025-06-03,3,1386,Pulses (kg),4.3,13.31
2248,2025-01-11,1,926,Pulses (kg),8.4,55.88
2249,2025-06-29,5,1596,Cooking Oil (L),5.2,35.87
2250,2025-04-04,2,478,Hygiene Kit,12.0,54.57
2251,2025-02-21,6,1149,Water (L),5.4,34.04
2252,2024-12-25,5,228,Rice (kg),4.1,21.71
2253,2024-10-19,3,1390,Rice (kg),2.0,9.55
2254,2025-06-03,2,21,Cooking Oil (L),7.3,33.43
2255,2025-07-19,5,1222,Medicine Pack,6.0,18.6
2256,2025-05-31,6,277,Flour (kg),7.5,36.67
2257,2024-10-05,2,864,Cooking Oil (L),5.2,28.77
2258,2024-11-05,6,1881,Pulses (kg),9.1,62.9
2259,2025-02-09,6,1533,Rice (kg),3.4,14.65
2260,2025-01-04,4,810,Flour (kg),0.7,4.42
2261,2025-01-29,6,1587,Pulses (kg),2.2,8.14
2262,2025-06-24,4,815,Flour (kg),7.6,35.08
2263,2025-02-27,1,835,Pulses (kg),12.8,46.96
2264,2025-02-24,6,1192,Flour (kg),5.8,24.49
2265,2025-02-27,6,532,Pulses (kg),8.7,42.39
2266,2025-06-17,3,1332,Rice (kg),0.1,0.48
2267,2025-01-14,2,699,Medicine Pack,7.0,39.83
2268,2024-09-18,5,1430,Flour (kg),8.0,41.13
2269,2024-11-13,3,631,Flour (kg),2.7,16.45
2270,2025-03-15,4,268,Water (L),10.8,36.29
2271,2025-05-16,1,855,Medicine Pack,10.0,64.29
2272,2024-11-17,5,674,Hygiene Kit,4.0,27.83
2273,2025-04-02,2,1625,Rice (kg),2.8,11.66
2274,2025-06-01,6,1919,Hygiene Kit,6.0,33.75
2275,2025-06-06,3,1313,Water (L),6.9,25.03
2276,2024-12-16,1,1653,Cooking Oil (L),3.0,12.77
2277,2024-10-04,1,215,Flour (kg),19.5,74.39
2278,2025-04-17,6,645,Cooking Oil (L),10.5,68.42
2279,2025-07-19,1,382,Rice (kg),4.2,22.22
2280,2025-08-16,6,281,Rice (kg),10.5,65.01
2281,2025-04-21,5,484,Hygiene Kit,6.0,28.86
2282,2025-04-04,4,1946,Medicine Pack,2.0,13.01
2283,2025-03-01,3,1727,Flour (kg),2.8,12.51
2284,2025-04-15,1,559,Pulses (kg),1.1,5.16
2285,2024-12-10,3,1885,Flour (kg),9.5,61.69
2286,2024-10-07,2,30,Pulses (kg),6.4,34.64
2287,2025-01-19,1,61,Hygiene Kit,12.0,54.01
2288,2025-04-18,4,179,Cooking Oil (L),2.7,8.33
2289,2025-06-04,3,479,Pulses (kg),8.5,32.1
2290,2024-09-24,4,123,Water (L),5.8,34.57
2291,2025-04-03,4,1122,Flour (kg),6.4,38.29
2292,2025-03-17,2,523,Hygiene Kit,5.0,16.18
2293,2024-11-12,1,32,Pulses (kg),2.1,7.59
2294,2025-01-30,6,1781,Cooking Oil (L),10.7,43.43
2295,2024-10-29,1,462,Cooking Oil (L),0.4,1.65
2296,2024-12-16,4,594,Rice (kg),10.8,45.27
2297,2024-10-29,1,4,Cooking Oil (L),8.3,52.55
2298,2024-11-14,1,637,Cooking Oil (L),2.6,10.29
2299,2024-10-27,3,284,Pulses (kg),1.5,6.68
2300,2025-08-29,5,1711,Water (L),7.9,54.57
2301,2024-11-28,5,649,Hygiene Kit,3.0,15.74
2302,2024-10-13,2,131,Rice (kg),6.1,20.97
2303,2025-01-06,1,1114,Cooking Oil (L),2.4,12.5
2304,2025-03-29,2,176,Cooking Oil (L),8.0,35.13
2305,2025-07-26,2,801,Rice (kg),3.0,12.99
2306,2025-08-31,2,431,Pulses (kg),6.9,45.46
2307,2024-12-08,2,1801,Pulses (kg),17.6,95.01
2308,2025-02-25,6,252,Cooking Oil (L),4.8,20.92
2309,2025-03-03,2,671,Water (L),3.3,22.53
2310,2025-03-21,2,784,Flour (kg),10.0,53.25
2311,2025-04-04,4,994,Flour (kg),1.0,5.37
2312,2024-12-08,5,1422,Cooking Oil (L),2.9,19.78
2313,2025-02-06,6,985,Pulses (kg),10.5,60.77
2314,2024-12-27,2,1155,Medicine Pack,4.0,17.44
2315,2025-02-19,2,1093,Pulses (kg),5.2,25.3
2316,2025-04-24,4,490,Medicine Pack,4.0,21.54
2317,2024-12-23,2,1358,Flour (kg),1.6,5.96
2318,2025-03-24,1,188,Flour (kg),3.4,13.73
2319,2024-10-02,2,458,Medicine Pack,4.0,26.36
2320,2025-02-11,6,1601,Medicine Pack,9.0,40.29
2321,2025-02-02,3,1532,Pulses (kg),7.9,47.86
2322,2025-08-04,1,1539,Rice (kg),8.6,56.82
2323,2025-01-10,5,407,Water (L),11.7,48.43
2324,2025-02-16,1,214,Medicine Pack,10.0,49.16
2325,2024-10-29,6,1905,Pulses (kg),26.5,174.47
2326,2025-01-16,1,142,Flour (kg),7.3,27.66
2327,2024-11-24,1,201,Rice (kg),5.1,32.65
2328,2025-06-10,5,50,Hygiene Kit,6.0,23.4
2329,2025-08-19,1,416,Rice (kg),5.7,24.94
2330,2025-08-08,3,181,Medicine Pack,2.0,9.44
2331,2025-05-27,6,95,Flour (kg),9.1,40.81
2332,2025-01-31,4,46,Hygiene Kit,2.0,6.24
2333,2024-09-18,4,1043,Medicine Pack,11.0,74.05
2334,2025-01-28,5,1088,Rice (kg),4.9,15.13
2335,2024-10-16,3,487,Hygiene Kit,16.0,73.24
2336,2025-08-27,6,1318,Flour (kg),2.9,13.08
2337,2025-04-21,5,653,Medicine Pack,11.0,65.18
2338,2024-11-12,2,1808,Pulses (kg),5.5,32.63
2339,2025-04-17,2,1103,Flour (kg),5.5,36.8
2340,2025-08-30,6,401,Pulses (kg),1.1,6.77
2341,2024-10-21,5,1705,Rice (kg),0.5,1.76
2342,2025-08-23,1,1942,Rice (kg),8.5,50.13
2343,2024-11-13,4,1878,Rice (kg),8.1,40.4
2344,2025-01-17,1,1702,Cooking Oil (L),3.5,13.96
2345,2025-08-05,6,285,Medicine Pack,16.0,92.67
